"jp","cn","status","category","occurrences","jp_text_rows","speaker_rows","aligned_cn_rows","variants_cn","first_stable_id","first_scene","source","basis"
"データ","","candidate","片假名/拉丁字母扫描候选","11","11","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00221881","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ナシ","","candidate","片假名/拉丁字母扫描候选","11","11","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00241176","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ネックレス","","candidate","片假名/拉丁字母扫描候选","11","11","0","0","","pm:static:photonmelodies11.rio.003:1933169644:00177338","crsa:photonmelodies11.rio.003@1933169644","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ボード","","candidate","片假名/拉丁字母扫描候选","11","11","0","0","","pm:static:photonmelodies11.rio.004:0408936772:00027227","crsa:photonmelodies11.rio.004@408936772","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"モチベーション","","candidate","片假名/拉丁字母扫描候选","11","11","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00353125","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"アニメ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00244758","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"エッチ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00326192","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"オッサン","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00348292","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"オマケ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.004:0780938508:00057677","crsa:photonmelodies11.rio.004@780938508","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"オメ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00171204","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"カッコイイ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00327141","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"クン","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00312771","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スタイル","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00409315","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ストレス","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00342928","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ズボン","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00267718","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"チャラ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00267878","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"チームワーク","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00220770","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"トイレ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00136176","crsa:photonmelodies11.rio.003@1487490840","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ナイフアタック","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00142934","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バレ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00352118","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒット","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00216467","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ペース","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00274094","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ボケ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00196826","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"マズイ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00386432","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"メロメロ","","candidate","片假名/拉丁字母扫描候选","10","10","0","0","","pm:static:photonmelodies11.rio.004:0860955960:00194457","crsa:photonmelodies11.rio.004@860955960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"子供","孩子","candidate","公共总表术语","10","10","0","6","","pm:static:photonmelodies11.rio.003:0839604068:00181130","crsa:photonmelodies11.rio.003@839604068","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"ウソ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00295190","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サラッ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00288273","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スク","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0979390512:00039532","crsa:photonmelodies11.rio.004@979390512","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スッゲ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00275584","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"トマト","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00246942","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"トンネル","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00298859","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ハッ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00298645","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バカッ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00157406","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ババン","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00262786","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パンチ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00401594","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フツ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00620243","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ベガ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0780938508:00049731","crsa:photonmelodies11.rio.004@780938508","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ボディ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00125706","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"マイルドクル","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00204714","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"マズ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0655753292:00139642","crsa:photonmelodies11.rio.004@655753292","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"リベンジ","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:1169383896:00185324","crsa:photonmelodies11.rio.004@1169383896","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"リンク","链路","candidate","公共总表术语","9","9","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00124412","crsa:photonmelodies11.rio.003@1487490840","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"ロマンチック","","candidate","片假名/拉丁字母扫描候选","9","9","0","0","","pm:static:photonmelodies11.rio.004:0695803188:00172071","crsa:photonmelodies11.rio.004@695803188","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"アイス","","candidate","片假名/拉丁字母扫描候选","8","8","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00432243","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"アウト","","candidate","片假名/拉丁字母扫描候选","8","8","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00664651","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"イイコト","","candidate","片假名/拉丁字母扫描候选","8","8","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00476703","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"カード","","candidate","片假名/拉丁字母扫描候选","8","8","0","0","","pm:static:photonmelodies11.rio.004:0780938508:00084133","crsa:photonmelodies11.rio.004@780938508","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"クマ","","candidate","片假名/拉丁字母扫描候选","8","8","0","0","","pm:static:photonmelodies11.rio.003:1933169644:00169398","crsa:photonmelodies11.rio.003@1933169644","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
