call_order,egpack,xml,message_tag_index,order_in_message,text_attr,id,jp,speaker_id,speaker_jp,status,same_id_total_egpacks,xml_attrs
1191,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,257,1,text,game_t01190,ウチの技術陣だって時間を掛ければ同じ結果、\w同じシステムにたどり着いただろうが、\wその間にも人は死んでゆく。,,,ok,1,"__line__=""8740"" text=""$game_t01190"""
1192,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,258,1,text,game_t01191,俺たち探索部隊がモノの役に立つのも、\wいつか誰かを見つけられるって希望が持てるのも、\wこいつのおかげなんだ。,,,ok,1,"__line__=""8750"" text=""$game_t01191"""
1193,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,259,1,text,game_t01192,「私、\wちょっと飲み物取ってくるね。メル、\wコーラで大丈夫？」,game_s00011,リリア,ok,1,"__line__=""8790"" speaker=""$game_s00011"" text=""$game_t01192"" voice=""010_リリア_A_L0231"""
1194,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,260,1,text,game_t01193,「お、\w悪いね。大歓迎よん」,game_s00010,メルヴィナ,ok,1,"__line__=""8830"" speaker=""$game_s00010"" text=""$game_t01193"" voice=""030_メルヴィナ_A_M0038"""
1195,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,261,1,text,game_t01194,「まずはささやかなお礼ってことで」,game_s00011,リリア,ok,1,"__line__=""8870"" speaker=""$game_s00011"" text=""$game_t01194"" voice=""010_リリア_A_L0232"""
1196,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,262,1,text,game_t01195,…\w…\wだから、\wこのリリアの対応も自然というか、\w当然の話ではあるんだけどさ。,,,ok,1,"__line__=""9070"" text=""$game_t01195"""
1197,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,263,1,text,game_t01196,…\w…\wあまりメルを調子に乗せないでくれよ？,,,ok,1,"__line__=""9080"" text=""$game_t01196"""
1198,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,264,1,text,game_t01197,「あ、\wこれからも回して欲しい物があったら言ってね。私がウィルから巻き上げとくから」,game_s00011,リリア,ok,1,"__line__=""9120"" speaker=""$game_s00011"" text=""$game_t01197"" voice=""010_リリア_A_L0233"""
1199,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,265,1,text,game_t01198,「リリア、\wおまえなっ！」,game_s00001,ウィル,ok,1,"__line__=""9130"" speaker=""$game_s00001"" text=""$game_t01198"" voice=""ウィル_A_Z0261"""
1200,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,266,1,text,game_t01199,…\w…\w既に調子どころではありませんでした…\w…\w。,,,ok,1,"__line__=""9140"" text=""$game_t01199"""
1201,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,267,1,text,game_t01200,「やったね、\wついにそっちに代理店ゲットだわ」,game_s00010,メルヴィナ,ok,1,"__line__=""9180"" speaker=""$game_s00010"" text=""$game_t01200"" voice=""030_メルヴィナ_A_M0039"""
1202,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,268,1,text,game_t01201,「あはは、\wじゃ、\wちょっと待っててね」,game_s00011,リリア,ok,1,"__line__=""9220"" speaker=""$game_s00011"" text=""$game_t01201"" voice=""010_リリア_A_L0234"""
1203,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,269,1,text,game_t01202,まったく、\w随分と騒々しい食事時になっちまった…\w…\w。,,,ok,1,"__line__=""9380"" text=""$game_t01202"""
1204,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,270,1,text,game_t01203,「…\w…\wいきなり随分馴染んでるじゃん、\w彼女。あれかい、\w海兵隊の絆ってヤツ？」,game_s00010,メルヴィナ,ok,1,"__line__=""9480"" speaker=""$game_s00010"" text=""$game_t01203"" voice=""030_メルヴィナ_A_M0040"""
1205,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,271,1,text,game_t01204,「さーな。ていうかおまえと話が合ったからだろ。ダリル隊長ともな」,game_s00001,ウィル,ok,1,"__line__=""9500"" speaker=""$game_s00001"" text=""$game_t01204"" voice=""ウィル_A_Z0262"""
1206,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,272,1,text,game_t01205,「いい娘だね。…\w…\w結構無理してるみたいだから気ぃ遣ってやんなよ」,game_s00010,メルヴィナ,ok,1,"__line__=""9540"" speaker=""$game_s00010"" text=""$game_t01205"" voice=""030_メルヴィナ_A_M0041"""
1207,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,273,1,text,game_t01206,「…\w…\wそうか？」,game_s00001,ウィル,ok,1,"__line__=""9550"" speaker=""$game_s00001"" text=""$game_t01206"" voice=""ウィル_A_Z0263"""
1208,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,274,1,text,game_t01207,…\w…\wあれで？,,,ok,1,"__line__=""9560"" text=""$game_t01207"""
1209,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,275,1,text,game_t01208,最初は俺も心配したけど、\wどう見てもビッグ・マム系の図太い奴じゃないか…\w…\w。,,,ok,1,"__line__=""9570"" text=""$game_t01208"""
1210,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,276,1,text,game_t01209,「はぁ…\w…\wウィルの修行の道も果てしないねえ…\w…\w」,game_s00010,メルヴィナ,ok,1,"__line__=""9610"" speaker=""$game_s00010"" text=""$game_t01209"" voice=""030_メルヴィナ_A_M0042"""
1211,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,277,1,text,game_t01210,「ね、\wさっき合成食がどーのって言ってたけどさ、\wリリアって前線組？」,game_s00010,メルヴィナ,ok,1,"__line__=""9660"" speaker=""$game_s00010"" text=""$game_t01210"" voice=""030_メルヴィナ_A_M0043"""
1212,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,278,1,text,game_t01211,ん、\w何だ急に？,,,ok,1,"__line__=""9670"" text=""$game_t01211"""
1213,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,279,1,text,game_t01212,「ああ、\wドーバーでバリバリの上陸部隊だったとよ」,game_s00001,ウィル,ok,1,"__line__=""9680"" speaker=""$game_s00001"" text=""$game_t01212"" voice=""ウィル_A_Z0264"""
1214,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,280,1,text,game_t01213,「ふーん…\w…\wで、\w彼女、\w米国人？」,game_s00010,メルヴィナ,ok,1,"__line__=""9690"" speaker=""$game_s00010"" text=""$game_t01213"" voice=""030_メルヴィナ_A_M0044"""
1215,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,281,1,text,game_t01214,…\w…\wなるほどな。そこに話を持っていくわけか。,,,ok,1,"__line__=""9710"" text=""$game_t01214"""
1216,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,282,1,text,game_t01215,最初にこれを確認しとく辺りが、\wこう見えて結構面倒見のいいメルらしい配慮なんだよな。,,,ok,1,"__line__=""9720"" text=""$game_t01215"""
1217,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,283,1,text,game_t01216,「…\w…\w少なくとも海兵隊の衛士は、\w米国籍か『国籍取得予定者』限定だよ」,game_s00001,ウィル,ok,1,"__line__=""9730"" speaker=""$game_s00001"" text=""$game_t01216"" voice=""ウィル_A_Z0265"""
1218,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,284,1,text,game_t01217,「…\w…\wさすがに俺もそこは気づいてるさ。難民二世…\w…\wだろ」,game_s00001,ウィル,ok,1,"__line__=""9740"" speaker=""$game_s00001"" text=""$game_t01217"" voice=""ウィル_A_Z0266"""
1219,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,285,1,text,game_t01218,いくら先陣がモットーの海兵隊とは言え、\w今時『前線中の前線』なんかに『優先的に』配属される米軍衛士がどういうものか――,,,ok,1,"__line__=""9750"" text=""$game_t01218"""
1220,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,286,1,text,game_t01219,この現実…\w…\w入隊するまで知りもしなかった自分が情けなく思えたもんだ。,,,ok,1,"__line__=""9760"" text=""$game_t01219"""
1221,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,287,1,text,game_t01220,「オッケー、\wキミにしちゃ上出来だ。心の隅ぐらいにゃ留めとき」,game_s00010,メルヴィナ,ok,1,"__line__=""9800"" speaker=""$game_s00010"" text=""$game_t01220"" voice=""030_メルヴィナ_A_M0045"""
1222,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,288,1,text,game_t01221,「親が勤めて永住権、\w子が勤めてようやく市民権、\wそれすらなお狭き門、\wか…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""9810"" speaker=""$game_s00001"" text=""$game_t01221"" voice=""ウィル_A_Z0267"""
1223,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,289,1,text,game_t01222,そこまでして米国籍が欲しいか…\w…\wとは決して思わない。,,,ok,1,"__line__=""9820"" text=""$game_t01222"""
1224,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,290,1,text,game_t01223,俺自身、\wこの国籍がいかに今の世界で有利な代物か…\w…\w特に衛士になって世界に出て以降、\w身に染みて痛感しているからだ。,,,ok,1,"__line__=""9830"" text=""$game_t01223"""
1225,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,291,1,text,game_t01224,「そもそも勤め上げるまでは仮国籍じゃろ？」,game_s00010,メルヴィナ,ok,1,"__line__=""9870"" speaker=""$game_s00010"" text=""$game_t01224"" voice=""030_メルヴィナ_A_M0046"""
1226,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,292,1,text,game_t01225,「ま、\w豪州の方がよっぽど露骨だったかもしれないけどさ」,game_s00010,メルヴィナ,ok,1,"__line__=""9920"" speaker=""$game_s00010"" text=""$game_t01225"" voice=""030_メルヴィナ_A_M0047"""
1227,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,293,1,text,game_t01226,…\w…\wメルの両親はインドからの難民だ。,,,ok,1,"__line__=""9940"" text=""$game_t01226"""
1228,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,294,1,text,game_t01227,元々オーストラリアには根強い人種差別があったところに、\wインドやアラブの難民が雪崩れ込んだ。,,,ok,1,"__line__=""9950"" text=""$game_t01227"""
1229,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,295,1,text,game_t01228,『使える』難民とそれ以外に対する、\wあからさまな選別――,,,ok,1,"__line__=""9960"" text=""$game_t01228"""
1230,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,296,1,text,game_t01229,技術教育を与え、\w西洋風の名前をつけてまで、\wメルに豪州国籍を取らせたかったご両親の気持ち。,,,ok,1,"__line__=""9970"" ruby=""$game_t01229_ruby"" text=""$game_t01229"""
1231,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,297,1,text,game_t01230,俺の生まれ育った伝統的合衆国という環境が、\wいかに狭いものだったかを痛感させられる。,,,ok,1,"__line__=""9990"" text=""$game_t01230"""
1232,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,298,1,text,game_t01231,「ほーんと、\w合衆国で子作りするだけで良かった頃が羨ましいよ」,game_s00010,メルヴィナ,ok,1,"__line__=""10030"" speaker=""$game_s00010"" text=""$game_t01231"" voice=""030_メルヴィナ_A_M0048"""
1233,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,299,1,text,game_t01232,合衆国憲法――その国籍取得条項の『解釈』を変える最高裁判決が次々に出た時、\wほとんどの米国人がそれを支持してた。,,,ok,1,"__line__=""10050"" text=""$game_t01232"""
1234,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,300,1,text,game_t01233,衛士になった今でこそ違和感を覚えるし、\w親の代の頃だから直接的には知らないが――,,,ok,1,"__line__=""10060"" text=""$game_t01233"""
1235,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,301,1,text,game_t01234,もし俺がその頃普通の市民だったら、\w標準的な米国人の感覚としてやっぱり賛成してただろう。,,,ok,1,"__line__=""10070"" text=""$game_t01234"""
1236,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,302,1,text,game_t01235,「…\w…\wそういう時代も、\wこれで終わりが来るといいんだけどな」,game_s00001,ウィル,ok,1,"__line__=""10080"" speaker=""$game_s00001"" text=""$game_t01235"" voice=""ウィル_A_Z0268"""
1237,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,303,1,text,game_t01236,「…\w…\w米国人は楽天的だねぇ」,game_s00010,メルヴィナ,ok,1,"__line__=""10120"" speaker=""$game_s00010"" text=""$game_t01236"" voice=""030_メルヴィナ_A_M0049"""
1238,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,304,1,text,game_t01237,「敵が消えても世界はこの有り様だかんね。アレをどんだけの人間が生き延びたか知らないけど――」,game_s00010,メルヴィナ,ok,1,"__line__=""10170"" speaker=""$game_s00010"" text=""$game_t01237"" voice=""030_メルヴィナ_A_M0050"""
1239,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,305,1,text,game_t01238,「残された者に待ってるのは奪い合いだよ、\wキミ。縮んだパイを他人に分けてやるバカはいない」,game_s00010,メルヴィナ,ok,1,"__line__=""10210"" speaker=""$game_s00010"" text=""$game_t01238"" voice=""030_メルヴィナ_A_M0051"""
1240,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,306,1,text,game_t01239,「…\w…\wそれはメルの勝手な憶測だろ」,game_s00001,ウィル,ok,1,"__line__=""10230"" speaker=""$game_s00001"" text=""$game_t01239"" voice=""ウィル_A_Z0269"""
1241,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,307,1,text,game_t01240,「憶測であって欲しいにゃー」,game_s00010,メルヴィナ,ok,1,"__line__=""10270"" speaker=""$game_s00010"" text=""$game_t01240"" voice=""030_メルヴィナ_A_M0052"""
1242,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,308,1,text,game_t01241,「キミらが徹底的に能天気に管理してくれる世界の方が、\wまだマシだかんね」,game_s00010,メルヴィナ,ok,1,"__line__=""10320"" speaker=""$game_s00010"" text=""$game_t01241"" voice=""030_メルヴィナ_A_M0053"""
1243,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,309,1,text,game_t01242,「…\w…\w…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""10340"" speaker=""$game_s00001"" text=""$game_t01242"" voice=""ウィル_A_Z0270"""
1244,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,310,1,text,game_t01243,米国が『能天気』に世界を管理する方がマシ、\wか――,,,ok,1,"__line__=""10350"" text=""$game_t01243"""
1245,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,311,1,text,game_t01244,耳の痛い話だが…\w…\wＢＥＴＡ大戦のような戦乱期や、\w今のような異常事態であればそれは事実でもある。,,,ok,1,"__line__=""10360"" text=""$game_t01244"""
1246,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,312,1,text,game_t01245,「おまたせー」,game_s00011,リリア,ok,1,"__line__=""10480"" speaker=""$game_s00011"" text=""$game_t01245"" voice=""010_リリア_A_L0235"""
1247,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,313,1,text,game_t01246,「…\w…\wどしたのウィル、\wまた怒られてるの？」,game_s00011,リリア,ok,1,"__line__=""10600"" speaker=""$game_s00011"" text=""$game_t01246"" voice=""010_リリア_A_L0236"""
1248,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,314,1,text,game_t01247,「――どうだいリリア、\w久しぶりのＦ－１８Ｅは？」,game_s00005,ダリル,ok,1,"__line__=""10930"" speaker=""$game_s00005"" text=""$game_t01247"" voice=""020_ダリル_A_D0212"""
1249,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,315,1,text,game_t01248,「これぞ我が家――ってトコですね。正しき私の居場所ですよ」,game_s00011,リリア,ok,1,"__line__=""11000"" speaker=""$game_s00011"" text=""$game_t01248"" voice=""010_リリア_A_L0237"""
1250,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,316,1,text,game_t01249,「あっはっは、\w根っからの衛士だねえ、\wいい根性だよ」,game_s00005,ダリル,ok,1,"__line__=""11020"" speaker=""$game_s00005"" text=""$game_t01249"" voice=""020_ダリル_A_D0213"""
1251,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,317,1,text,game_t01250,「――ナイヴス３、\w予備システム、\w起動します」,game_s00011,リリア,ok,1,"__line__=""11030"" speaker=""$game_s00011"" text=""$game_t01250"" voice=""010_リリア_A_L0238"""
1252,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,318,1,text,game_t01251,「了解。シートの具合はどうだい？」,game_s00005,ダリル,ok,1,"__line__=""11040"" speaker=""$game_s00005"" text=""$game_t01251"" voice=""020_ダリル_A_D0214"""
1253,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,319,1,text,game_t01252,「ふふ、\w共通規格ですから――変わらないですよ」,game_s00011,リリア,ok,1,"__line__=""11050"" speaker=""$game_s00011"" text=""$game_t01252"" voice=""010_リリア_A_L0239"""
1254,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,320,1,text,game_t01253,「ウィルの膝よりは硬いだろうがね、\w我慢しとくれよ？」,game_s00005,ダリル,ok,1,"__line__=""11120"" speaker=""$game_s00005"" text=""$game_t01253"" voice=""020_ダリル_A_D0215"""
1255,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,321,1,text,game_t01254,「げふ…\w…\wッ！」,game_s00001,ウィル,ok,1,"__line__=""11160"" speaker=""$game_s00001"" text=""$game_t01254"" voice=""ウィル_A_Z0271"""
1256,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,322,1,text,game_t01255,隊長、\wすっかり延々ネタにし続ける気だな…\w…\w！,,,ok,1,"__line__=""11170"" text=""$game_t01255"""
1257,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,323,1,text,game_t01256,「――予備システム起動、\w強化装備接続完了。着座情報の仮転送を開始します」,game_s00011,リリア,ok,1,"__line__=""11180"" speaker=""$game_s00011"" text=""$game_t01256"" voice=""010_リリア_A_L0240"""
1258,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,324,1,text,game_t01257,「…\w…\wふん」,game_s00005,ダリル,ok,1,"__line__=""11230"" speaker=""$game_s00005"" text=""$game_t01257"" voice=""020_ダリル_A_D0216"""
1259,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,325,1,text,game_t01258,「ウィル機並にしょぼい性能の通信機を積んでるみたいだね」,game_s00005,ダリル,ok,1,"__line__=""11250"" speaker=""$game_s00005"" text=""$game_t01258"" voice=""020_ダリル_A_D0217"""
1260,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,326,1,text,game_t01259,…\w…\w助かった。,,,ok,1,"__line__=""11260"" text=""$game_t01259"""
1261,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,327,1,text,game_t01260,リリアが反応していたら、\wまた『おもちゃ』にされるところだった…\w…\w。,,,ok,1,"__line__=""11270"" text=""$game_t01260"""
1262,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,328,1,text,game_t01261,それにしても、\wリリアはこの手のからかいに動じないな。やっぱ前線で女性だとそういう鬱陶しい目にも遭いやすいんだろうか。,,,ok,1,"__line__=""11280"" text=""$game_t01261"""
